n,p,device,device_model,repetition,random_state,timestamp,computation_time,motifs
2000,0.1,/GPU:0,Tesla T4,2,71070,2022-05-29 19:53:47.907473,2.161,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,Tesla T4,3,71070,2022-05-29 20:09:58.310791,2.161,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,Tesla T4,4,71070,2022-05-29 20:25:49.964827,2.164,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,,0,71070,2022-05-29 19:42:20.591851,13.452,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,,1,71070,2022-05-29 20:10:55.408213,12.835,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,,2,71070,2022-05-29 20:41:25.373929,12.698,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,,3,71070,2022-05-29 19:42:07.498843,13.035,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,,4,71070,2022-05-29 19:38:18.213194,13.314,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.15000000000000002,/GPU:0,Tesla T4,0,71070,2022-05-29 19:44:42.818226,2.326,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,Tesla T4,1,71070,2022-05-29 19:56:14.632981,2.34,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,Tesla T4,2,71070,2022-05-29 20:04:39.470297,2.169,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,Tesla T4,3,71070,2022-05-29 19:44:34.605753,2.34,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,Tesla T4,4,71070,2022-05-29 19:41:49.567030,2.169,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,,0,71070,2022-05-29 20:22:55.279837,12.808,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,,1,71070,2022-05-29 20:23:21.616035,12.883,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,,2,71070,2022-05-29 19:49:20.384943,13.335,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,,3,71070,2022-05-29 19:56:17.648856,13.065,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,,4,71070,2022-05-29 20:21:47.805287,13.013,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.2,/GPU:0,Tesla T4,0,71070,2022-05-29 20:34:32.659628,2.169,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/GPU:0,Tesla T4,1,71070,2022-05-29 20:41:50.968799,2.333,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/GPU:0,Tesla T4,2,71070,2022-05-29 20:38:25.023258,2.264,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/GPU:0,Tesla T4,3,71070,2022-05-29 20:17:35.403759,2.273,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/GPU:0,Tesla T4,4,71070,2022-05-29 20:36:16.114863,2.169,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/CPU:0,,0,71070,2022-05-29 20:36:01.033485,13.901,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/CPU:0,,1,71070,2022-05-29 20:39:37.282706,12.802,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/CPU:0,,2,71070,2022-05-29 20:07:00.789081,13.268,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/CPU:0,,3,71070,2022-05-29 20:23:48.482406,13.332,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.2,/CPU:0,,4,71070,2022-05-29 19:56:40.863367,12.87,"[349255016 523299395  65650961 130685493  65349284  65368438  32636603
  32785806  32790636  10885320   4115263   8183566   4092708   4097346
   2052398     85767]"
2000,0.25,/GPU:0,Tesla T4,0,71070,2022-05-29 19:43:03.162455,2.342,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/GPU:0,Tesla T4,1,71070,2022-05-29 19:56:38.276872,2.161,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/GPU:0,Tesla T4,2,71070,2022-05-29 20:26:17.798418,2.345,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/GPU:0,Tesla T4,3,71070,2022-05-29 20:00:53.457688,2.352,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/GPU:0,Tesla T4,4,71070,2022-05-29 19:50:23.620011,2.16,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/CPU:0,,0,71070,2022-05-29 19:54:38.053623,12.774,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/CPU:0,,1,71070,2022-05-29 19:35:31.702884,14.025,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/CPU:0,,2,71070,2022-05-29 20:13:29.660516,12.956,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/CPU:0,,3,71070,2022-05-29 19:52:34.886835,13.142,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.25,/CPU:0,,4,71070,2022-05-29 20:16:30.540023,12.857,"[237066822 473784369  79132073 157830589  78919357  78942535  52575568
  52721696  52712309  17533184   8804950  17555964   8781008   8782696
   5864540    326340]"
2000,0.30000000000000004,/GPU:0,Tesla T4,0,71070,2022-05-29 19:42:54.642986,2.329,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/GPU:0,Tesla T4,1,71070,2022-05-29 20:41:42.244418,2.157,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/GPU:0,Tesla T4,2,71070,2022-05-29 20:42:11.816784,2.169,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/GPU:0,Tesla T4,3,71070,2022-05-29 20:42:09.513412,2.236,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/GPU:0,Tesla T4,4,71070,2022-05-29 19:41:51.814629,2.169,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/CPU:0,,0,71070,2022-05-29 20:03:49.188098,13.158,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/CPU:0,,1,71070,2022-05-29 20:43:00.578685,12.827,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/CPU:0,,2,71070,2022-05-29 20:07:19.839969,12.929,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/CPU:0,,3,71070,2022-05-29 20:34:57.086542,14.522,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.30000000000000004,/CPU:0,,4,71070,2022-05-29 19:39:50.356441,13.011,"[156604792 402656676  86379548 172530407  86268851  86287457  73944811
  74040837  74041446  24656736  15881282  31729258  15859398  15866437
  13613864    972200]"
2000,0.35000000000000003,/GPU:0,Tesla T4,0,71070,2022-05-29 19:54:35.768689,2.169,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/GPU:0,Tesla T4,1,71070,2022-05-29 19:50:51.662565,2.162,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/GPU:0,Tesla T4,2,71070,2022-05-29 20:13:42.706090,2.328,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/GPU:0,Tesla T4,3,71070,2022-05-29 20:41:39.854499,2.322,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/GPU:0,Tesla T4,4,71070,2022-05-29 19:50:07.388357,2.314,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/CPU:0,,0,71070,2022-05-29 19:54:50.910053,12.648,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/CPU:0,,1,71070,2022-05-29 19:42:35.837405,13.045,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/CPU:0,,2,71070,2022-05-29 19:58:19.770949,13.159,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/CPU:0,,3,71070,2022-05-29 19:56:53.805064,13.018,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.35000000000000003,/CPU:0,,4,71070,2022-05-29 19:38:04.693262,13.457,"[100456187 324584989  87222334 174784246  87392276  87401826  94133996
  93955971  93942123  31386023  25252949  50598105  25295835  25302124
  27190434   2434582]"
2000,0.4,/GPU:0,Tesla T4,0,71070,2022-05-29 19:58:33.012789,2.323,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/GPU:0,Tesla T4,1,71070,2022-05-29 20:08:45.656766,2.169,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/GPU:0,Tesla T4,2,71070,2022-05-29 19:45:29.832560,2.324,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/GPU:0,Tesla T4,3,71070,2022-05-29 20:05:56.107149,2.17,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/GPU:0,Tesla T4,4,71070,2022-05-29 20:21:12.520379,2.17,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/CPU:0,,0,71070,2022-05-29 20:32:21.215365,12.873,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/CPU:0,,1,71070,2022-05-29 20:20:35.449040,12.843,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/CPU:0,,2,71070,2022-05-29 19:35:05.267197,13.306,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/CPU:0,,3,71070,2022-05-29 20:34:42.222456,14.785,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2000,0.4,/CPU:0,,4,71070,2022-05-29 20:20:52.813167,12.927,"[ 62121828 248616206  82671123 165848204  82915822  82922470 110620640
 110299772 110283727  36875737  36676537  73564078  36785404  36789143
  48922740   5420569]"
2500,0.05,/GPU:0,Tesla T4,0,71070,2022-05-29 20:09:51.950120,4.169,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/GPU:0,Tesla T4,1,71070,2022-05-29 19:46:20.358379,4.353,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/GPU:0,Tesla T4,2,71070,2022-05-29 20:23:44.247061,4.169,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/GPU:0,Tesla T4,3,71070,2022-05-29 20:13:25.427643,4.168,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/GPU:0,Tesla T4,4,71070,2022-05-29 19:51:31.753763,4.169,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/CPU:0,,0,71070,2022-05-29 19:53:58.130400,25.83,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/CPU:0,,1,71070,2022-05-29 20:02:28.200551,25.249,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/CPU:0,,2,71070,2022-05-29 20:28:55.183636,25.013,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/CPU:0,,3,71070,2022-05-29 20:38:27.363123,25.201,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.05,/CPU:0,,4,71070,2022-05-29 20:43:15.199614,25.217,"[1911748053  604061811   15816618   31811903   15907242   15904412
    1675788    1668709    1667288     557283      43815      87340
      43760      43902       4527         49]"
2500,0.1,/GPU:0,Tesla T4,0,71070,2022-05-29 20:38:19.085975,4.167,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/GPU:0,Tesla T4,1,71070,2022-05-29 20:02:53.527394,4.311,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/GPU:0,Tesla T4,2,71070,2022-05-29 20:22:02.604842,4.311,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/GPU:0,Tesla T4,3,71070,2022-05-29 19:40:14.936798,4.324,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/GPU:0,Tesla T4,4,71070,2022-05-29 20:25:45.685688,4.17,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/CPU:0,,0,71070,2022-05-29 20:24:53.192551,24.981,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/CPU:0,,1,71070,2022-05-29 20:42:14.069134,25.279,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/CPU:0,,2,71070,2022-05-29 20:31:05.054901,24.937,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/CPU:0,,3,71070,2022-05-29 20:10:00.553889,25.261,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.1,/CPU:0,,4,71070,2022-05-29 20:41:00.183152,25.137,"[1382306266  921447265   51275293  102366401   51199113   51184118
   11374591   11395554   11394704    3791685     633218    1264456
     633251     633060     140901       2624]"
2500,0.15000000000000002,/GPU:0,Tesla T4,0,71070,2022-05-29 19:50:19.365364,4.184,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/GPU:0,Tesla T4,1,71070,2022-05-29 19:49:34.059130,4.32,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/GPU:0,Tesla T4,2,71070,2022-05-29 20:21:43.348830,4.168,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/GPU:0,Tesla T4,3,71070,2022-05-29 20:05:51.858325,4.171,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/GPU:0,Tesla T4,4,71070,2022-05-29 20:10:33.586702,4.169,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/CPU:0,,0,71070,2022-05-29 19:50:25.864651,25.207,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/CPU:0,,1,71070,2022-05-29 20:00:55.895523,25.564,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/CPU:0,,2,71070,2022-05-29 19:48:20.234106,25.604,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/CPU:0,,3,71070,2022-05-29 20:24:02.141263,25.435,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.15000000000000002,/CPU:0,,4,71070,2022-05-29 20:45:10.537025,25.415,"[ 980621823 1038501795   91913372  183284301   91651023   91656576
   32356305   32453906   32452477   10784825    2872650    5726889
    2862037    2861434    1013194      29893]"
2500,0.2,/GPU:0,Tesla T4,0,71070,2022-05-29 20:33:24.723669,4.241,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/GPU:0,Tesla T4,1,71070,2022-05-29 20:07:49.793807,4.169,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/GPU:0,Tesla T4,2,71070,2022-05-29 19:44:24.673596,4.321,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/GPU:0,Tesla T4,3,71070,2022-05-29 20:04:45.969911,4.229,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/GPU:0,Tesla T4,4,71070,2022-05-29 20:21:39.095513,4.168,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/CPU:0,,0,71070,2022-05-29 19:43:06.861260,25.674,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/CPU:0,,1,71070,2022-05-29 19:49:41.890028,25.417,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/CPU:0,,2,71070,2022-05-29 20:04:05.848148,25.854,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/CPU:0,,3,71070,2022-05-29 20:37:07.984160,25.585,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.2,/CPU:0,,4,71070,2022-05-29 20:24:27.672705,25.426,"[ 681719693 1023204179  127375917  255962716  127985823  127995542
   64045460   63724211   63724908   21349966    7934413   15946357
    7969598    7971174    3967628     164915]"
2500,0.25,/GPU:0,Tesla T4,0,71070,2022-05-29 19:41:45.156421,4.349,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/GPU:0,Tesla T4,1,71070,2022-05-29 20:21:30.552171,4.169,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/GPU:0,Tesla T4,2,71070,2022-05-29 20:05:40.129169,4.33,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/GPU:0,Tesla T4,3,71070,2022-05-29 20:18:21.835761,4.334,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/GPU:0,Tesla T4,4,71070,2022-05-29 20:09:32.020727,4.316,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/CPU:0,,0,71070,2022-05-29 19:51:04.126729,25.285,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/CPU:0,,1,71070,2022-05-29 20:33:55.299023,27.075,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/CPU:0,,2,71070,2022-05-29 20:12:52.135858,25.491,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/CPU:0,,3,71070,2022-05-29 20:15:58.995695,25.052,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.25,/CPU:0,,4,71070,2022-05-29 19:55:03.654078,25.042,"[462976867 926331806 153830561 308944195 154460970 154487600 103049666
 102573879 102575718  34348999  17035525  34221501  17105537  17111322
  11358818    629536]"
2500,0.30000000000000004,/GPU:0,Tesla T4,0,71070,2022-05-29 20:16:24.155782,4.334,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/GPU:0,Tesla T4,1,71070,2022-05-29 19:48:02.031241,4.327,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/GPU:0,Tesla T4,2,71070,2022-05-29 20:06:11.316816,4.316,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/GPU:0,Tesla T4,3,71070,2022-05-29 19:48:06.467357,4.165,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
